;opis;dzielnica;pokoje;cena;metraz;cena_za_metr;link;data;ulica;lokator_ulica_dzielnica;geo_location;point;latitude;longitude;altitude;geometry;dst_center;vist_dist;trams_dist
1038;Os. Urocze Nowa Huta, Mieszkanie 3 pokojowe.;Kraków , Nowa Huta;3 pokoje;500000.0;68.5;7299.0;https://www.otodom.pl/oferta/os-urocze-nowa-huta-mieszkanie-3-pokojowe-ID44wBE.html#310b8f369d;2020-02-05 18:36:19.662212;Urocze;Kraków, Kraków , Nowa Huta, Urocze;Osiedle Urocze, Nowa Huta, Kraków, województwo małopolskie, Polska;(50.0775, 20.0366667, 0.0);50.0775;20.0366667;0.0;POINT (574152.4005847176 246097.2179559674);7277;2430.617486009908;386.0447398060973
1047;Krowodrza Górka 2 Pokoje 40M2;Kraków , Krowodrza;2 pokoje;420000.0;40.0;10500.0;https://www.otodom.pl/oferta/krowodrza-gorka-2-pokoje-40m2-ID44wAd.html#2cbfc0dffb;2020-02-05 18:36:20.766274;Góra;Kraków, Kraków , Krowodrza, Góra;"Pizzeria ""Góra Olimp"", Karola Szymanowskiego, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-047, Polska";(50.0666506, 19.9227287, 0.0);50.0666506;19.9227287;0.0;POINT (566017.4812262914 244784.4240706321);1258;1380.98093588835;380.57707065749725
1051;Apartament 3 pokoje - Bohaterów Września!;Kraków , Mistrzejowice;3 pokoje;640000.0;69.0;9275.0;https://www.otodom.pl/oferta/apartament-3-pokoje-bohaterow-wrzesnia-ID44wA2.html#2cbfc0dffb;2020-02-05 18:36:20.766274;Września;Kraków, Kraków , Mistrzejowice, Września;Osiedle Bohaterów Września, Mistrzejowice, Kraków, województwo małopolskie, Polska;(50.098315549999995, 20.009929066016507, 0.0);50.098315549999995;20.009929066016507;0.0;POINT (572208.6182958593 248384.6652104193);6600;4465.347406258435;226.69572532215815
1053;2 pokoje-Krowodrza-ul. Siemaszki;Kraków , Krowodrza;2 pokoje;411000.0;47.64;8627.0;https://www.otodom.pl/oferta/2-pokoje-krowodrza-ul-siemaszki-ID43TPP.html#2cbfc0dffb;2020-02-05 18:36:20.768054;Siemaszki;Kraków, Kraków , Krowodrza, Siemaszki;Księdza Kazimierza Siemaszki, Krowodrza, Prądnik Biały, Kraków, województwo małopolskie, 31-207, Polska;(50.0876278, 19.940191, 0.0);50.0876278;19.940191;0.0;POINT (567237.473283172 247131.6165671712);2965;3686.738982568186;574.1012933782212
1056;Prokocim - 1pok. - JASNA KUCHNIA - blisko MPK;Kraków , Bieżanów-Prokocim, Prokocim;1 pokój;175000.0;20.0;8750.0;https://www.otodom.pl/oferta/prokocim-1pok-jasna-kuchnia-blisko-mpk-ID44wyS.html#2cbfc0dffb;2020-02-05 18:36:20.769147;Prokocimia;Kraków, Kraków , Bieżanów-Prokocim, Prokocim, Prokocimia;Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-815, Polska;(50.0226748, 19.9921741, 0.0);50.0226748;19.9921741;0.0;POINT (571050.8213306962 239960.2205082783);5756;2781.79056032387;466.97444223519176
1057;Mieszkanie, 61,20 m², Kraków;Kraków , Podgórze;3 pokoje;440640.0;61.2;7200.0;https://www.otodom.pl/oferta/mieszkanie-61-20-m-krakow-ID44wyJ.html#2cbfc0dffb;2020-02-05 18:36:20.769147;"""Kraków""";"Kraków, Kraków , Podgórze, ""Kraków""";Kraków Płaszów, Peron 2 - moderniacja, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-902, Polska;(50.0345327, 19.9754459, 0.0);50.0345327;19.9754459;0.0;POINT (569835.7166101226 241262.450246132);3976;1929.7407419703036;161.26094241811987
1058;Apartamenty Działkowa B1 z pięknym tarasem pow.45m;Kraków , Bieżanów-Prokocim;3 pokoje;442818.0;60.66;7300.0;https://www.otodom.pl/oferta/apartamenty-dzialkowa-b1-z-pieknym-tarasem-pow-45m-ID41a4m.html#2cbfc0dffb;2020-02-05 18:36:20.769147;Działkowa;Kraków, Kraków , Bieżanów-Prokocim, Działkowa;Działkowa, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-854, Polska;(50.0220962, 20.0174934, 0.0);50.0220962;20.0174934;0.0;POINT (572864.8105122502 239920.2790303715);7137;2500.860434551267;678.1003220770675
1059;Apartamenty Działkowa B6-do odbioru VI 2020;Kraków , Bieżanów-Prokocim;3 pokoje;416208.0;60.32;6900.0;https://www.otodom.pl/oferta/apartamenty-dzialkowa-b6-do-odbioru-vi-2020-ID41a4r.html#2cbfc0dffb;2020-02-05 18:36:20.770144;Działkowa;Kraków, Kraków , Bieżanów-Prokocim, Działkowa;Działkowa, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-854, Polska;(50.0220962, 20.0174934, 0.0);50.0220962;20.0174934;0.0;POINT (572864.8105122502 239920.2790303715);7137;2500.860434551267;678.1003220770675
1060;Apartamenty Działkowa C1 z dużym tarasem;Kraków , Bieżanów-Prokocim;3 pokoje;412158.0;56.46;7300.0;https://www.otodom.pl/oferta/apartamenty-dzialkowa-c1-z-duzym-tarasem-ID41a4L.html#2cbfc0dffb;2020-02-05 18:36:20.770144;Działkowa;Kraków, Kraków , Bieżanów-Prokocim, Działkowa;Działkowa, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-854, Polska;(50.0220962, 20.0174934, 0.0);50.0220962;20.0174934;0.0;POINT (572864.8105122502 239920.2790303715);7137;2500.860434551267;678.1003220770675
1061;Apartamenty Działkowa C3 z dużym tarasem;Kraków , Bieżanów-Prokocim;2 pokoje;369526.0;50.62;7300.0;https://www.otodom.pl/oferta/apartamenty-dzialkowa-c3-z-duzym-tarasem-ID41a4R.html#2cbfc0dffb;2020-02-05 18:36:20.771249;Działkowa;Kraków, Kraków , Bieżanów-Prokocim, Działkowa;Działkowa, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-854, Polska;(50.0220962, 20.0174934, 0.0);50.0220962;20.0174934;0.0;POINT (572864.8105122502 239920.2790303715);7137;2500.860434551267;678.1003220770675
1062;Apartamenty Działkowa C6-do odbioru VI 2020;Kraków , Bieżanów-Prokocim;3 pokoje;404064.0;56.12;7200.0;https://www.otodom.pl/oferta/apartamenty-dzialkowa-c6-do-odbioru-vi-2020-ID41a4U.html#2cbfc0dffb;2020-02-05 18:36:20.771249;Działkowa;Kraków, Kraków , Bieżanów-Prokocim, Działkowa;Działkowa, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-854, Polska;(50.0220962, 20.0174934, 0.0);50.0220962;20.0174934;0.0;POINT (572864.8105122502 239920.2790303715);7137;2500.860434551267;678.1003220770675
1063;Apartamenty Działkowa C7-do odbioru VI 2020;Kraków , Bieżanów-Prokocim;3 pokoje;392805.0;54.18;7250.0;https://www.otodom.pl/oferta/apartamenty-dzialkowa-c7-do-odbioru-vi-2020-ID41a4W.html#2cbfc0dffb;2020-02-05 18:36:20.771249;Działkowa;Kraków, Kraków , Bieżanów-Prokocim, Działkowa;Działkowa, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-854, Polska;(50.0220962, 20.0174934, 0.0);50.0220962;20.0174934;0.0;POINT (572864.8105122502 239920.2790303715);7137;2500.860434551267;678.1003220770675
1064;Apartamenty Działkowa C9-do odbioru zVI 2020;Kraków , Bieżanów-Prokocim;3 pokoje;392805.0;54.18;7250.0;https://www.otodom.pl/oferta/apartamenty-dzialkowa-c9-do-odbioru-zvi-2020-ID41a50.html#2cbfc0dffb;2020-02-05 18:36:20.771249;Działkowa;Kraków, Kraków , Bieżanów-Prokocim, Działkowa;Działkowa, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-854, Polska;(50.0220962, 20.0174934, 0.0);50.0220962;20.0174934;0.0;POINT (572864.8105122502 239920.2790303715);7137;2500.860434551267;678.1003220770675
1066;4 Pokoje na sprzedaż przy ul. Słomczyńskiego;Kraków , Prądnik Biały;4 pokoje;515000.0;84.0;6131.0;https://www.otodom.pl/oferta/4-pokoje-na-sprzedaz-przy-ul-slomczynskiego-ID432rS.html#2cbfc0dffb;2020-02-05 18:36:20.772276;Słomczyńskiego;Kraków, Kraków , Prądnik Biały, Słomczyńskiego;Słomczyńskiego, Kuźnicy Kołłątajowskiej, Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, 31-220, Polska;(50.0984447, 19.958768, 0.0);50.0984447;19.958768;0.0;POINT (568550.5458262258 248350.8057665015);4420;4667.532915739177;2206.657645502467
1067;Przestronny 2/3pok 64m2 ul. Szlak Angel City;Kraków , Stare Miasto;3 pokoje;850000.0;64.0;13281.0;https://www.otodom.pl/oferta/przestronny-2-3pok-64m2-ul-szlak-angel-city-ID43T95.html#2cbfc0dffb;2020-02-05 18:36:20.772276;Szlak;Kraków, Kraków , Stare Miasto, Szlak;Szlak, Kleparz, Stare Miasto, Kraków, województwo małopolskie, 31-154, Polska;(50.070494, 19.9448148, 0.0);50.070494;19.9448148;0.0;POINT (567592.2247058238 245231.3658893527);1162;1976.382005587767;27.431758395834173
1072;Kazimierz, 2 pok, wysoki standard !;Kraków , Stare Miasto, Kazimierz;2 pokoje;599000.0;40.0;14975.0;https://www.otodom.pl/oferta/kazimierz-2-pok-wysoki-standard-ID44iRo.html#d3fc194328;2020-02-05 18:36:22.266341;Kazimierza;Kraków, Kraków , Stare Miasto, Kazimierz, Kazimierza;Apartamenty Sekret Kazimierza, 34, Józefa, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-056, Polska;(50.0512307, 19.9469375, 0.0);50.0512307;19.9469375;0.0;POINT (567771.2149040747 243092.1779909022);1260;395.91643450410254;147.83821203222706
1073;ok. Bonerowska, 92 m2, 2 apartamenty z klimatem.;Kraków , Stare Miasto;4 pokoje;999000.0;92.0;10859.0;https://www.otodom.pl/oferta/ok-bonerowska-92-m2-2-apartamenty-z-klimatem-ID43il7.html#d3fc194328;2020-02-05 18:36:22.266341;Bonerowska;Kraków, Kraków , Stare Miasto, Bonerowska;Bonerowska, Wesoła, Stare Miasto, Kraków, województwo małopolskie, 31-030, Polska;(50.059063, 19.9457319, 0.0);50.059063;19.9457319;0.0;POINT (567673.915290587 243961.6425882401);592;1083.497039911771;197.06525110784628
1078;STARE MIASTO/ok. Sołtyka / 3 pokoje;Kraków , Stare Miasto;3 pokoje;770000.0;77.0;10000.0;https://www.otodom.pl/oferta/stare-miasto-ok-soltyka-3-pokoje-ID431BH.html#d3fc194328;2020-02-05 18:36:22.266341;Sołtyka;Kraków, Kraków , Stare Miasto, Sołtyka;Generała Romana Sołtyka, Wesoła, Grzegórzki, Kraków, województwo małopolskie, 31-529, Polska;(50.060111, 19.9495917, 0.0);50.060111;19.9495917;0.0;POINT (567948.6269953244 244081.6302222349);833;1048.3689941404957;168.1570396166349
1079;Stare Dębniki *** Luksusowy apartament ***;Kraków , Dębniki, Stare Dębniki;3 pokoje;2400000.0;140.0;17143.0;https://www.otodom.pl/oferta/stare-debniki-luksusowy-apartament-ID43XWo.html#d3fc194328;2020-02-05 18:36:22.266341;Dębnicki;Kraków, Kraków , Dębniki, Stare Dębniki, Dębnicki;Park Dębnicki, Dębniki, Kraków, województwo małopolskie, Polska;(50.0495234, 19.91693092494888, 0.0);50.0495234;19.91693092494888;0.0;POINT (565626.040058322 242875.6318850024);1973;147.50905019145674;346.35659507003743
1080;ok. Sołtyka 2 pokoje do remontu;Kraków , Stare Miasto;2 pokoje;480000.0;48.0;10000.0;https://www.otodom.pl/oferta/ok-soltyka-2-pokoje-do-remontu-ID431Bi.html#d3fc194328;2020-02-05 18:36:22.270595;Sołtyka;Kraków, Kraków , Stare Miasto, Sołtyka;Generała Romana Sołtyka, Wesoła, Grzegórzki, Kraków, województwo małopolskie, 31-529, Polska;(50.060111, 19.9495917, 0.0);50.060111;19.9495917;0.0;POINT (567948.6269953244 244081.6302222349);833;1048.3689941404957;168.1570396166349
1082;Górka Narodowa/Kuźnicy Kołłątajowskiej II Poz.;Kraków , Prądnik Biały, Górka Narodowa;3 pokoje;515000.0;80.41;6405.0;https://www.otodom.pl/oferta/gorka-narodowa-kuznicy-kollatajowskiej-ii-poz-ID43vc0.html#d3fc194328;2020-02-05 18:36:22.272011;Góra;Kraków, Kraków , Prądnik Biały, Górka Narodowa, Góra;"Schron amunicyjny ""Łysa Góra"", Węgrzecka, Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, 31-242, Polska";(50.105246, 19.96920205268595, 0.0);50.105246;19.96920205268595;0.0;POINT (569286.7417427578 249116.4023994775);5400;5150.638415606395;2237.8310661863047
1084;Luksusowy apartament z garderobą Zabłocie Concept;Kraków , Podgórze, Zabłocie;2 pokoje;750000.0;51.0;14706.0;https://www.otodom.pl/oferta/luksusowy-apartament-z-garderoba-zablocie-concept-ID442YY.html#d3fc194328;2020-02-05 18:36:22.273007;Zabłocie;Kraków, Kraków , Podgórze, Zabłocie, Zabłocie;Zabłocie, Podgórze, Kraków, województwo małopolskie, 30-701, Polska;(50.050241, 19.9619043, 0.0);50.050241;19.9619043;0.0;POINT (568843.7698691209 242995.8532821322);2084;204.90628755619605;171.24598821349926
1085;Stare Miasto Kolberga 16 Odnowiona Kamienica Winda;Kraków , Stare Miasto;4 pokoje;1490700.0;123.86;12035.0;https://www.otodom.pl/oferta/stare-miasto-kolberga-16-odnowiona-kamienica-winda-ID43VAh.html#d3fc194328;2020-02-05 18:36:22.273274;Kolberga;Kraków, Kraków , Stare Miasto, Kolberga;Oskara Kolberga, Kleparz, Stare Miasto, Kraków, województwo małopolskie, 31-161, Polska;(50.0716418, 19.9347471, 0.0);50.0716418;19.9347471;0.0;POINT (566870.3946240622 245349.8840445783);1206;1869.9813867739176;243.47568503954676
1089;Mieszkanie przy ul. Elsnera;Kraków , Prądnik Biały, Azory;2 pokoje;300000.0;37.09;8088.0;https://www.otodom.pl/oferta/mieszkanie-przy-ul-elsnera-ID44ws2.html#d3fc194328;2020-02-05 18:36:22.274316;Elsnera;Kraków, Kraków , Prądnik Biały, Azory, Elsnera;Józefa Elsnera, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-339, Polska;(50.0864347, 19.910854, 0.0);50.0864347;19.910854;0.0;POINT (565141.0953676931 246973.0063719293);3428;3737.853683184249;1194.682698680002
1090;Kawalerka 1 Pokój Grzegórzki Zachód Centrum Mpec;Kraków , Grzegórzki;1 pokój;300000.0;21.0;14286.0;https://www.otodom.pl/oferta/kawalerka-1-pokoj-grzegorzki-zachod-centrum-mpec-ID44wrx.html#d3fc194328;2020-02-05 18:36:22.275348;Grzegórzeckie;Kraków, Kraków , Grzegórzki, Grzegórzeckie;Rondo Grzegórzeckie, Grzegórzecka, Wesoła, Grzegórzki, Kraków, województwo małopolskie, 31-539, Polska;(50.05760175, 19.957833465730346, 0.0);50.05760175;19.957833465730346;0.0;POINT (568541.9372308356 243810.2551311059);1465;532.1757339387575;8.926368849540838
1095;Mieszkanie do wprowadzenia - Rondo Matecznego;Kraków , Podgórze;1 pokój;369900.0;30.0;12330.0;https://www.otodom.pl/oferta/mieszkanie-do-wprowadzenia-rondo-matecznego-ID440Oz.html#20cabf8902;2020-02-05 18:36:23.360291;Matecznego;Kraków, Kraków , Podgórze, Matecznego;Rondo Antoniego Matecznego, Mateczny, Podgórze, Kraków, województwo małopolskie, 30-524, Polska;(50.0367797, 19.9405272, 0.0);50.0367797;19.9405272;0.0;POINT (567332.6572123085 241480.1638806006);2699;835.5567240133731;25.925364695257603
1101;Mieszkanie - Kraków Mistrzejowice;Kraków , Mistrzejowice;3 pokoje;399000.0;54.0;7389.0;https://www.otodom.pl/oferta/mieszkanie-krakow-mistrzejowice-ID44wpB.html#20cabf8902;2020-02-05 18:36:23.364893;"""Kraków""";"Kraków, Kraków , Mistrzejowice, ""Kraków""";Lądowisko Rakowice-Czyżyny, Stefana Jurczaka, Czyżyny, Kraków, województwo małopolskie, 31-634, Polska;(50.0846957, 19.9886787, 0.0);50.0846957;19.9886787;0.0;POINT (570709.3112874664 246850.4873105474);4475;2719.2414291885343;1245.767692678025
1102;Mieszkanie, 38,50 m², Kraków;Kraków , Grzegórzki, Olsza;2 pokoje;389000.0;38.5;10104.0;https://www.otodom.pl/oferta/mieszkanie-38-50-m-krakow-ID44wpc.html#20cabf8902;2020-02-05 18:36:23.364893;"""Kraków""";"Kraków, Kraków , Grzegórzki, Olsza, ""Kraków""";Kraków Olsza, Stefana Otwinowskiego, Olsza, Grzegórzki, Kraków, województwo małopolskie, 31-431, Polska;(50.0789773, 19.9605879, 0.0);50.0789773;19.9605879;0.0;POINT (568708.4924969046 246188.6730754366);2568;2735.6261208336987;571.6154312297845
1103;Krowodrza Lea / Chocimska 17,44m2;Kraków , Krowodrza, Stara Krowodrza;1 pokój;290000.0;17.0;17059.0;https://www.otodom.pl/oferta/krowodrza-lea-chocimska-17-44m2-ID44wnW.html#20cabf8902;2020-02-05 18:36:23.364893;Chocimska;Kraków, Kraków , Krowodrza, Stara Krowodrza, Chocimska;Chocimska, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-069, Polska;(50.0678855, 19.9153965, 0.0);50.0678855;19.9153965;0.0;POINT (565491.2183176737 244915.2304018568);1786;1728.903906008379;530.5876204328454
1104;Apartamenty Poznańska Residence;Kraków , Krowodrza;2 pokoje;529755.0;52.24;10141.0;https://www.otodom.pl/oferta/apartamenty-poznanska-residence-ID44wnS.html#20cabf8902;2020-02-05 18:36:23.365605;Poznańska;Kraków, Kraków , Krowodrza, Poznańska;Poznańska, Stara Krowodrza, Krowodrza, Kraków, województwo małopolskie, 30-011, Polska;(50.0778637, 19.9248844, 0.0);50.0778637;19.9248844;0.0;POINT (566156.2809729435 246032.6677610809);2096;2561.875798759142;761.1691912410207
1105;Mieszkanie 2 pokojowe z oddzielną kuchnią - Górka;Kraków , Prądnik Biały, Górka Narodowa;2 pokoje;420000.0;40.0;10500.0;https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-z-oddzielna-kuchnia-gorka-ID44wno.html#20cabf8902;2020-02-05 18:36:23.365605;Góra;Kraków, Kraków , Prądnik Biały, Górka Narodowa, Góra;"Schron amunicyjny ""Łysa Góra"", Węgrzecka, Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, 31-242, Polska";(50.105246, 19.96920205268595, 0.0);50.105246;19.96920205268595;0.0;POINT (569286.7417427578 249116.4023994775);5400;5150.638415606395;2237.8310661863047
1108;Mieszkanie, 88 m², Kraków;Kraków , Łagiewniki-Borek Fałęcki;4 pokoje;585000.0;88.0;6648.0;https://www.otodom.pl/oferta/mieszkanie-88-m-krakow-ID44lpG.html#20cabf8902;2020-02-05 18:36:23.366603;"""Kraków""";"Kraków, Kraków , Łagiewniki-Borek Fałęcki, ""Kraków""";Kraków Bonarka, Kładka pieszo-rowerowa, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-416, Polska;(50.0293189, 19.9462275, 0.0);50.0293189;19.9462275;0.0;POINT (567751.2342442736 240656.0522081703);3571;1693.0379935073563;671.4454283868005
1109;Mieszkanie, 47,67 m², Kraków;Kraków , małopolskie;2 pokoje;572000.0;47.67;11999.0;https://www.otodom.pl/oferta/mieszkanie-47-67-m-krakow-ID44ria.html#20cabf8902;2020-02-05 18:36:23.366603;"""Kraków""";"Kraków, Kraków , małopolskie, ""Kraków""";Kraków, województwo małopolskie, Polska;(50.0619474, 19.9368564, 0.0);50.0619474;19.9368564;0.0;POINT (567034.7997178583 244274.2426178176);133;872.2474472817381;319.62554019029886
1116;Ludwinowska 155m2 - miejsce postojowe w cenie;Kraków , Podgórze;3 pokoje;1600000.0;155.0;10323.0;https://www.otodom.pl/oferta/ludwinowska-155m2-miejsce-postojowe-w-cenie-ID44wjk.html#20cabf8902;2020-02-05 18:36:23.369360;Ludwinowska;Kraków, Kraków , Podgórze, Ludwinowska;Ludwinowska, Ludwinów, Dębniki, Kraków, województwo małopolskie, 30-332, Polska;(50.0429184, 19.9353896, 0.0);50.0429184;19.9353896;0.0;POINT (566956.3215545209 242157.8614151478);2019;303.58137168651143;575.2308832825895
1117;Siemaszki, 2 pokoje! 38m2! Wykończone!;Kraków , Krowodrza;2 pokoje;399900.0;38.0;10524.0;https://www.otodom.pl/oferta/siemaszki-2-pokoje-38m2-wykonczone-ID44wjh.html#20cabf8902;2020-02-05 18:36:23.370327;Siemaszki;Kraków, Kraków , Krowodrza, Siemaszki;Księdza Kazimierza Siemaszki, Krowodrza, Prądnik Biały, Kraków, województwo małopolskie, 31-207, Polska;(50.0876278, 19.940191, 0.0);50.0876278;19.940191;0.0;POINT (567237.473283172 247131.6165671712);2965;3686.738982568186;574.1012933782212
1118;Nowoczesne Studio z balkonem - Wiślane Tarasy;Kraków , Grzegórzki;1 pokój;400000.0;30.0;13333.0;https://www.otodom.pl/oferta/nowoczesne-studio-z-balkonem-wislane-tarasy-ID44wj6.html#20cabf8902;2020-02-05 18:36:23.370327;Wiślana;Kraków, Kraków , Grzegórzki, Wiślana;Mierzeja Wiślana, Mały Płaszów, Podgórze, Kraków, województwo małopolskie, 30-716, Polska;(50.038134, 20.0042085, 0.0);50.038134;20.0042085;0.0;POINT (571889.5218590654 241689.9986086423);5368;859.5381344545566;289.27065938745534
1121;Kraków 2 pokoje z dużym tarasem sprzeda właściciel;Kraków , Podgórze;2 pokoje;415000.0;40.3;10298.0;https://www.otodom.pl/oferta/krakow-2-pokoje-z-duzym-tarasem-sprzeda-wlasciciel-ID44aQf.html#20cabf8902;2020-02-05 18:36:23.371324;"""Kraków""";"Kraków, Kraków , Podgórze, ""Kraków""";Kraków Płaszów, Peron 2 - moderniacja, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-902, Polska;(50.0345327, 19.9754459, 0.0);50.0345327;19.9754459;0.0;POINT (569835.7166101226 241262.450246132);3976;1929.7407419703036;161.26094241811987
1126;57m2, Górka Narodowa, Taras, 9 piętro, 3-pok!;Kraków , Prądnik Biały;3 pokoje;440000.0;57.0;7719.0;https://www.otodom.pl/oferta/57m2-gorka-narodowa-taras-9-pietro-3-pok-ID44weV.html#414bc0acc3;2020-02-05 18:36:24.469919;Góra;Kraków, Kraków , Prądnik Biały, Góra;"Schron amunicyjny ""Łysa Góra"", Węgrzecka, Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, 31-242, Polska";(50.105246, 19.96920205268595, 0.0);50.105246;19.96920205268595;0.0;POINT (569286.7417427578 249116.4023994775);5400;5150.638415606395;2237.8310661863047
1127;Mieszkanie z balkonem, ul. Zdunów, Borek Fałęcki;Kraków , Łagiewniki-Borek Fałęcki, Borek Fałęcki;2 pokoje;389000.0;51.13;7608.0;https://www.otodom.pl/oferta/mieszkanie-z-balkonem-ul-zdunow-borek-falecki-ID44weW.html#414bc0acc3;2020-02-05 18:36:24.469919;Zdunów;Kraków, Kraków , Łagiewniki-Borek Fałęcki, Borek Fałęcki, Zdunów;Zdunów, Borek Fałęcki, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-428, Polska;(50.0188872, 19.9212195, 0.0);50.0188872;19.9212195;0.0;POINT (565974.9402217474 239474.2123573571);4834;2743.3782701121736;662.9827620738423
1128;*Nowa INWESTYCJA*Świetna lokalizacja!! Łagiewniki;Kraków , Łagiewniki-Borek Fałęcki;1 pokój;327000.0;34.41;9503.0;https://www.otodom.pl/oferta/nowa-inwestycjaswietna-lokalizacja-lagiewniki-ID41a9J.html#414bc0acc3;2020-02-05 18:36:24.469919;Nowa;Kraków, Kraków , Łagiewniki-Borek Fałęcki, Nowa;Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, Polska;(50.01602785, 19.927999896091713, 0.0);50.01602785;19.927999896091713;0.0;POINT (566464.4688344112 239162.403408098);5051;3271.3730495483896;103.67704867263835
1131;Mieszkanie, 52,71 m², Kraków;Kraków , Nowa Huta, Czyżyny;2 pokoje;500000.0;52.71;9486.0;https://www.otodom.pl/oferta/mieszkanie-52-71-m-krakow-ID44wc4.html#414bc0acc3;2020-02-05 18:36:24.469919;"""Kraków""";"Kraków, Kraków , Nowa Huta, Czyżyny, ""Kraków""";Urząd Pocztowy Kraków 57, 11A, Osiedle Kolorowe, Nowa Huta, Kraków, województwo małopolskie, 31-967, Polska;(50.0738368, 20.0272991, 0.0);50.0738368;20.0272991;0.0;POINT (573487.9513011506 245680.7984396173);6532;1780.3888843272655;187.6885622690554
1134;2 pokojowe 52m2 przy ul. Łokietka, Krowodrza;Kraków , Krowodrza;2 pokoje;546000.0;52.0;10500.0;https://www.otodom.pl/oferta/2-pokojowe-52m2-przy-ul-lokietka-krowodrza-ID44qKJ.html#414bc0acc3;2020-02-05 18:36:24.469919;Łokietka;Kraków, Kraków , Krowodrza, Łokietka;Łokietka, Władysława Łokietka, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-279, Polska;(50.085377, 19.9235123, 0.0);50.085377;19.9235123;0.0;POINT (566047.8126358264 246866.5586777506);2901;3402.5943313146036;663.6541712932019
1136;Mieszkanie, 90,74 m², Kraków;Kraków , Stare Miasto;4 pokoje;1800000.0;90.74;19837.0;https://www.otodom.pl/oferta/mieszkanie-90-74-m-krakow-ID44n4v.html#414bc0acc3;2020-02-05 18:36:24.473954;"""Kraków""";"Kraków, Kraków , Stare Miasto, ""Kraków""";Kraków, województwo małopolskie, Polska;(50.0619474, 19.9368564, 0.0);50.0619474;19.9368564;0.0;POINT (567034.7997178583 244274.2426178176);133;872.2474472817381;319.62554019029886
1138;Mieszkanie, 37,47 m², Kraków;Kraków , Bieżanów-Prokocim;2 pokoje;325000.0;37.47;8674.0;https://www.otodom.pl/oferta/mieszkanie-37-47-m-krakow-ID44w2O.html#414bc0acc3;2020-02-05 18:36:24.473954;"""Kraków""";"Kraków, Kraków , Bieżanów-Prokocim, ""Kraków""";Kraków Bieżanów, Stacyjna, Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-851, Polska;(50.0216944, 20.0292567, 0.0);50.0216944;20.0292567;0.0;POINT (573707.8040077245 239887.1503805425);7847;2752.061209853128;792.7099252041693
1141;Apartament dwupoziomowy Żabiniec Krowodrza;Kraków , Krowodrza;4 pokoje;793000.0;100.0;7930.0;https://www.otodom.pl/oferta/apartament-dwupoziomowy-zabiniec-krowodrza-ID44waR.html#414bc0acc3;2020-02-05 18:36:24.476114;Żabiniec;Kraków, Kraków , Krowodrza, Żabiniec;Żabiniec, Prądnik Biały, Kraków, województwo małopolskie, 31-200, Polska;(50.0851745, 19.9473248, 0.0);50.0851745;19.9473248;0.0;POINT (567751.0951210554 246865.3778822608);2769;3550.730224797943;837.9336980038183
1144;4 pokoje* Kamus Uj* Inwestycyjnie lub dla Rodziny!;Kraków , Dębniki, Ruczaj;4 pokoje;575000.0;65.0;8846.0;https://www.otodom.pl/oferta/4-pokoje-kamus-uj-inwestycyjnie-lub-dla-rodziny-ID44waI.html#414bc0acc3;2020-02-05 18:36:24.479417;Rodziny;Kraków, Kraków , Dębniki, Ruczaj, Rodziny;"Przychodnia Zdrowia Rodziny ""Pro Humana Vita"", Wacława Lipińskiego, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-349, Polska";(50.0269954, 19.9228991, 0.0);50.0269954;19.9228991;0.0;POINT (566084.1012761064 240376.9152774606);3932;2163.612010186836;441.19253655320585
